formula,images
"| M _ { \pi } ^ { 2 } | = | M _ { \sigma } ^ { 2 } | = \Lambda ^ { 2 } ( \frac { 4 - D } { 2 \xi _ { D } } ) ^ { \frac { 2 } { D - 2 } } ( \frac { g _ { c r } - g } { g _ { c r } g } ) ^ { \frac { 2 } { D - 2 } } ,",4b2d194074.png
< M ^ { 2 } > = \int d ^ { 9 } X \psi _ { h o l e } ^ { * } ( X ) M ^ { 2 } \psi _ { h o l e } ( X ),2fda3228d0.png
"\{ \tilde { \Omega } _ { i } ( x ) , \tilde { \Omega } _ { j } ( y ) \} = 0",38dbb7ea16.png
\phi ( r ) ^ { 2 } \frac { d } { d r } ( \frac { u ( r ) } { \phi ( r ) } ) = \phi ( r ) u ^ { \prime } ( r ) - u ( r ) \phi ^ { \prime } ( r ) = \int _ { 0 } ^ { r } V ( r ^ { \prime } ) \phi ( r ^ { \prime } ) u ( r ^ { \prime } ) d r ^ { \prime } .,1bea953af6.png
\ell = \sum _ { j = 1 } ^ { \infty } n _ { j } .,4a8f44a689.png
F ^ { \prime A } ( t ) = N F ^ { A } - \frac { 1 } { 2 } R ^ { - 3 / 2 } ( \psi \chi ^ { A } - \bar { \psi } \phi ^ { A } ) .,4a23580f78.png
\frac { 1 } { x \pm i \epsilon } = P \frac { 1 } { x } \mp i \pi \delta ( x ),3b536fd8fd.png
"B _ { j } E = b _ { j } , b _ { j } E = \eta B _ { j } \mu _ { 1 } \mu _ { 2 } \dots \mu _ { 8 } .",209eb7b51f.png
\widetilde { \eta } _ { ( s ) } ^ { N } \widetilde { \overline { \eta } } _ { ( s ) } ^ { N } = \widetilde { \eta } _ { ( t ) } ^ { N } \widetilde { \overline { \eta } } _ { ( t ) } ^ { N } = 1 _ { 2 } \otimes \frac { 1 + \rho \overline { \gamma } _ { 5 } } { 2 },498f5f8a51.png
"( \begin{array} { c c } a & b \\ c & d \end{array} ) = ( \begin{array} { c c } 0 & - 1 \\ 1 & 0 \end{array} ) ,",70a5a8115d.png
"\sum _ { n = - \infty } ^ { \infty } f ( n ) = \sum _ { m = - \infty } ^ { \infty } \int _ { - \infty } ^ { \infty } d x f ( x ) e ^ { 2 \pi i m x } ,",64a6c70a5d.png
"L _ { a i } ^ { b j } ( u ) = K _ { i a } ^ { b } ( u ) K _ { a } ^ { j b } ( u ) ,",668828324a.png
"\{ P ^ { \mu } ( \sigma ) , X ^ { \nu } ( \sigma ^ { \prime } ) \} = \delta ( \sigma - \sigma ^ { \prime } ) G ^ { \mu \nu }",30deb25392.png
"( \frac { 1 } { G _ { 4 } ( \mu ) } - \frac { 1 } { G _ { 4 } ^ { * } ( g ) } ) = ( \frac { g ^ { 2 } ( \Lambda ) } { g ^ { 2 } ( \mu ) } ) ^ { 2 - c g ^ { 2 } } ( \frac { 1 } { G _ { 4 } ( \Lambda ) } - \frac { 1 } { G _ { 4 } ^ { * } ( g ) } ) ,",33aeae5faa.png
T _ { F } = \frac { i } { 2 } \sum _ { a = 0 } ^ { 3 } \psi ^ { a } \partial X ^ { a } + h . c . .,41b1cf224c.png
"P ( \varphi ) = e ^ { - S ( \varphi ) + S _ { 0 } } ,",6d365bee70.png
"[ \hat { A } , \hat { B } \} = i \{ A , B \} _ { D ( \Phi ) } | _ { \eta = \hat { \eta } } .",17de6e264b.png
\ln Z = \sum _ { R } G _ { _ { R } } \ln \{ \bar { \nu } _ { _ { R } } + 1 \} .,380ca5bd47.png
S _ { b o u n d } = - \frac { 1 } { \kappa _ { 5 } ^ { 2 } } \int d ^ { 5 } x ( \delta _ { x _ { 5 } } - \delta _ { x _ { 5 } - R } ) ( \sqrt { - g _ { 4 } } \frac { 3 } { 2 } W + \frac { 2 g } { 4 ! } \epsilon ^ { \mu \nu \rho \sigma } A _ { \mu \nu \rho \sigma } ) .,73f316f555.png
"\gamma = 1 / 3 , C \ge \alpha _ { c } g ^ { 1 / 3 } , \alpha _ { c } = 0 . 5 7 0 8 7 5 1 0 2 8 9 3 7 7 4 1 \cdots .",22db4d1279.png
"\tau \rightarrow \frac { a ^ { \prime } \tau + b ^ { \prime } } { c ^ { \prime } \tau + d ^ { \prime } } , \Gamma _ { \gamma } ^ { \prime } = ( \begin{array} { c c } a ^ { \prime } & b ^ { \prime } \\ c ^ { \prime } & d ^ { \prime } \end{array} )",54c1d67ef6.png
"z = e ^ { - \beta } , u = e ^ { - \beta / 2 }",6885df64c9.png
d s ^ { 2 } = - F ( r ) ( d t + 2 N \cos \theta d \phi ) ^ { 2 } + \frac { d r ^ { 2 } } { F ( r ) },55c9620bc4.png
"Z = \int _ { 0 } ^ { 2 \pi } d X \sum _ { N _ { \mu } \in Z } \delta _ { \epsilon _ { \mu \nu } \Delta _ { \mu } N _ { \nu } } e x p [ - \frac { R ^ { 2 } } { 4 \pi } ( \Delta _ { \mu } X - 2 \pi N _ { \mu } ) ^ { 2 } ] ,",241bc15ae3.png
"\partial _ { w _ { i } } E ^ { ( q ) } ( G ) = ( b + 1 / b ) ( \partial _ { s _ { i } } \nu _ { i } ( G ) ) G _ { G } ( b e _ { i } ) ; i = 0 , r",56a80d3b00.png
"M _ { p } ^ { 2 } = \int d y e ^ { 2 A ( y ) } ,",7e35049833.png
"[ T _ { a } ^ { I } , T _ { b } ^ { I } ] = f _ { c } ^ { a b } T _ { c } ^ { I } .",6478fefc25.png
a u \gg \hat { g } ^ { 1 / 2 } \gg 1 .,2cfc23ceec.png
"a ( C , x _ { 0 } ) = P e x p ( i \int _ { C , x _ { 0 } } A d x ) ,",5ae55949d8.png
"m _ { 2 } \circ m _ { 2 } + m _ { 1 } \circ m _ { 3 } + m _ { 3 } \circ m _ { 1 } = 0 ,",59e08c0887.png
"C \approx f ^ { 2 } - \frac { \dot { f } ^ { 2 } } { 2 \Lambda ^ { 2 } } ,",1929244051.png
\Sigma ( p ^ { 2 } ) = \int \frac { d ^ { 3 } k } { ( 2 \pi ) ^ { 3 } } \frac { \Sigma ( k ^ { 2 } ) } { k ^ { 2 } + \Sigma ^ { 2 } ( k ^ { 2 } ) } [ 3 - g ( q ^ { 2 } ) ] D _ { T } ( q ^ { 2 } ) .,2aeff4c63a.png
P = \frac { h \rho ^ { 2 } } { 2 \gamma } + \gamma ( K T ) ^ { 2 } C _ { 1 } ( h ) .,2b5a97cb9a.png
"q ( a , b , r ) = \frac { 1 } { 8 \pi } \sum _ { \omega l \lambda } ( 2 l + 1 ) \omega ^ { 4 } \beta _ { \lambda l } ^ { 2 } f _ { \lambda l } ^ { ( q ) } ( \omega a , \omega r ) , q = \varepsilon , p , p _ { \perp } ,",2c6a1622d4.png
d s ^ { 2 } = - d t ^ { 2 } + \frac { d r ^ { 2 } } { ( 1 - \frac { 2 M } { r } ) ^ { 2 } } + r ^ { 2 } d \Omega ^ { 2 },11b3aaa394.png
"L _ { \mu } = e ^ { \sqrt { 3 } y + \varphi } \nabla _ { \mu } \chi + \sigma _ { 2 } K _ { \mu } ,",3a3b6d6b48.png
\langle \rho _ { t o t a l } \rangle = \frac { | \beta _ { n } | ^ { 2 } } { 2 \pi ^ { 2 } } \int _ { 0 } ^ { \infty } \frac { \omega ( p ) } { p } \omega ( p ) p ^ { 2 } d p .,5c7ed67456.png
"W = \lambda _ { 0 } S ( \psi _ { 1 } ^ { 2 } + \psi _ { 2 } ^ { 2 } - f ^ { 2 } ) + \frac { \lambda _ { 1 } } { 2 } \psi _ { 1 } \phi ^ { 2 } + \lambda _ { 2 } X ( \phi ^ { 2 } - v ^ { 2 } ) ,",547b5599aa.png
"\widetilde { W } _ { i } = \widetilde { W } _ { i } ^ { V } + \widetilde { W } _ { i } ^ { T } ,",434f400b56.png
H _ { 0 } = - \frac { 1 } { 2 } \frac { \partial ^ { 2 } } { \partial D _ { i } ^ { \mu } \partial D _ { i } ^ { \mu } },487bc8df99.png
"S = \eta = ( \begin{array} { c c } 0 & 1 \\ - 1 & 0 \end{array} ) , 1 c m T = ( \begin{array} { c c } 1 & 1 \\ 0 & 1 \end{array} ) ,",7d43541a0c.png
"[ h ( t , x ) ] = e x p \{ 2 ( [ \alpha ] - \frac { 1 } { 3 } \alpha I ) \ln ( 1 - \frac { t } { \tilde { t } } ) \} [ \tilde { h } ( x ) ] .",144b723428.png
"( \alpha ^ { \prime } ) ^ { - 1 } e ^ { - \phi / 2 } f _ { 1 6 } s i m g ^ { - 2 4 } \sqrt { N } ,",3264c226dd.png
V _ { 4 } = m ^ { 2 } v ^ { 2 } + \frac { 1 } { 2 } \frac { ( \xi _ { 0 } + \xi _ { \pi } - g v ^ { 2 } ) ^ { 2 } } { 2 \pi R } .,22a7fe8d83.png
"D _ { \mu } V ^ { a } = \partial _ { \mu } V ^ { a } - \omega _ { \mu b } ^ { a } V ^ { b } ,",6ea752010b.png
"V ( r , u ) = - \frac { u ^ { 4 } } { r ^ { 9 } } 2 ^ { 4 } \pi ^ { 7 / 2 } \alpha ^ { \prime 4 } \Gamma ( \frac { 9 } { 2 } ) + O ( u ^ { 6 } ) .",795ae05159.png
"\phi [ \beta , a , b , c , d ] = \phi _ { 0 } ^ { \beta } + a \phi _ { 0 } ^ { \beta + 1 } + b \phi _ { 0 } ^ { \beta + 2 } + c \phi _ { 0 } ^ { \beta + 3 } + d \phi _ { 0 } ^ { \beta + 4 } .",63a2608987.png
"\zeta _ { 1 } = R _ { 1 1 } y _ { 1 } + R _ { 1 2 } y _ { 2 } , \zeta _ { 2 } = R _ { 1 2 } y _ { 1 } + R _ { 2 2 } y _ { 2 } .",fcf0e9f85b.png
E ^ { r e n } = ( E _ { 0 } - E ^ { a s y m } ) + ( E ^ { a s } - E ^ { d i v } ),3b71eaf384.png
\phi _ { F } ^ { \dot { a } } = V _ { F L } ^ { \dot { a } } - M _ { \dot { a } \dot { b } } V _ { F R } ^ { \dot { b } },92bdb205f3.png
+ [ z ( 1 - z ) ( l ( l - 1 ) - \mu ^ { 2 } - \mu ) + l + 1 + \mu ^ { 2 } ] \frac { d F ( z ) } { d z } -,1afa5cfb4f.png
"d i m H _ { J } ^ { l , l } ( M ) = 1 , ( 0 \le l \le d ) .",23cea4cb65.png
"K _ { i } ^ { [ J ] } = \frac { 1 } { 2 } [ Y _ { i 0 0 } + Y _ { i J J } - 2 \epsilon _ { J , m } Y _ { i 0 J } ] .",2cfea980fd.png
m = c o n s t . \Delta ^ { - \gamma / \pi } .,47aea3166a.png
"d _ { x } ^ { 2 } \omega = ( d \circ i _ { x } + i _ { x } \circ d ) \omega = L _ { x } \omega = 0 ,",3395ef4991.png
"\pi _ { \tau \tau } \approx 0 , \pi _ { \tau \sigma } \approx 0 , \pi _ { \sigma \sigma } \approx 0 ,",425e55c859.png
[ \varphi _ { \nu } ] _ { \partial M } = 0 .,34607e825f.png
"( v _ { \alpha } ^ { a } + \delta v _ { \alpha } ^ { a } ) \in S p i n ( 1 , D - 1 )",2e91c57f31.png
"B ( \vec { x } ) = B _ { r e g } ( \vec { x } ) + 2 \pi \Phi ^ { ( 0 ) } \delta ( \vec { x } ) ,",7546487219.png
A = \frac { F _ { i n } ( 0 ) } { F _ { i n } ( \infty ) } \simeq 4 \pi u _ { 0 } ^ { 2 } q | \frac { A } { \alpha } | ^ { 2 } .,7035ede6a4.png
\gamma _ { \mu \nu } = \Omega G _ { \mu \nu },7d8eb43477.png
"l i m _ { m ^ { 2 } \to 0 } m ^ { 2 } \frac { \partial } { \partial m ^ { 2 } } \ln d e t = \frac { | \Phi | } { 4 \pi } ,",4a0e84412c.png
\hat { Q } | \psi _ { n } \rangle = G ( \omega ) H _ { L C } \hat { P } | \psi _ { n } \rangle .,612d7d5e3f.png
\frac { ( w - x ) _ { \mu } } { 2 \sigma } \frac { ( z - w ) _ { \nu } } { 2 \sigma } - \frac { ( w - x ) _ { \nu } } { 2 \sigma } \frac { ( z - w ) _ { \mu } } { 2 \sigma },603b1d92cf.png
\widehat { H } _ { i j } = - \widehat { K } _ { i j } \Delta ^ { 2 } + l o w e r - o r d e r d e r i v a t i v e s .,38140a9c29.png
\int _ { M } g ^ { \mu \nu } ( \psi _ { \mu } ^ { L } ) ^ { \dagger } \psi _ { \nu } ^ { T T } \sqrt { g } d ^ { 4 } x = 0 .,504fb95077.png
\zeta ^ { \mu } = \epsilon ^ { \mu \nu } \partial _ { \nu } W .,2b79fc7f2e.png
\delta R = - i \bar { \epsilon } \gamma ^ { \lambda } S _ { \lambda } .,77de623bec.png
( \frac { 2 i \rho } { z - \bar { z } } ) ^ { 2 \sigma } \int d \mu ( G ) ( ( a ^ { 2 } + b ^ { 2 } + c ^ { 2 } + d ^ { 2 } + 2 ) - \nu ^ { 2 } ( c ^ { 2 } + d ^ { 2 } ) ) ^ { - 2 \sigma } .,7555f586ea.png
"[ A , L _ { 0 } , L _ { + } , L _ { - } ] = 2 \hbar [ A , I ] ,",7eaf37626c.png
p ^ { 2 } = - \frac { E _ { U D } ( p ) + i \bar { M } ^ { 2 } S _ { U D } ( p ) } { K _ { U D } ( p ) + H _ { U D } ( p ) - i S _ { U D } ( p ) } .,420fcb5fca.png
"g ( \phi ) = \frac { C } { f ^ { 2 } ( \phi ) } , \frac { d ^ { 2 } } { d \phi ^ { 2 } } f = \frac { C ^ { 2 } } { f ^ { 3 } } - \kappa ^ { 2 } u _ { b } ^ { 2 } ( 1 - f ^ { 2 } ) f ,",515b1b679e.png
"\partial _ { x } ^ { 2 } \Phi _ { - \frac { 1 } { 2 } } ( x , \bar { x } , z , \bar { z } ) = 0 ,",5cc922325f.png
"( ( f , g ) ) \equiv \frac { f \star g + g \star f } { 2 } ,",30b7fb9627.png
G _ { ( I I ) } ^ { a } ( y ) w ( x ) \Gamma = \frac { 1 } { 2 } \partial _ { \mu } \delta ( x - y ) ( e g ^ { \mu \nu } \frac { \delta \Gamma } { \delta B _ { a } ^ { * \nu } } ) ( y ),27c296628c.png
r _ { + } = \frac { 1 } { 2 \lambda } \ln ( \frac { M } { \lambda } ) .,bfb594ae96.png
B _ { 1 } ( s ) \sim \frac { 1 } { 1 - b _ { 0 } s } \int \frac { d ^ { 3 } p } { ( 2 \pi ) ^ { 3 } } \frac { \beta e ^ { - \beta p } } { 2 p },a6ccf80d82.png
"\mu ^ { A ^ { \prime } } = \sum _ { \tilde { \lambda } } C _ { \tilde { \lambda } } ^ { 2 } \mu _ { ( \tilde { \lambda } ) } ^ { A ^ { \prime } } ,",6ce29e2306.png
"e ^ { i k r \cos \theta - i \omega _ { j } \theta } + f _ { j } ( k , \theta ) \frac { e ^ { i k r } } { \sqrt { r } } .",5fbb90109c.png
"g _ { a \bar { b } } = \partial _ { a } \partial _ { \bar { b } } K ( z , \bar { z } ) .",5b21e90f7d.png
"B ( x ) = \langle P \cosh ( \int d t d \theta T ( X ) ) \rangle ,",2348179f53.png
"r = a \tilde { r } , Q = a ^ { 2 } \tilde { Q } , L = a ^ { 2 } \tilde { L } , E = a \tilde { E }",5c3e1d4ef0.png
"Z = \prod _ { j = 1 } ^ { M } \Gamma _ { j } , E = \prod _ { j = 1 } ^ { M } V _ { j } , V _ { j } = ( \begin{array} { c c c } 1 & 0 & 0 \\ 0 & 0 & 1 \\ 0 & 1 & 0 \end{array} ) _ { j } .",4c74ca4e50.png
d ( e ^ { + } ( f _ { + } ^ { - } ) ^ { 1 / 2 } ) = 0,1adec3775d.png
"K _ { A _ { 1 } \dots A _ { p + q } } ( z , t ) \sim \frac { 1 } { t ^ { 2 } } ( \frac { 1 } { t } ) ^ { [ \frac { p } { 2 } ] } t ^ { 4 - q } = t ^ { 2 - q - [ \frac { p } { 2 } ] } q \le 4",7eaaedcb57.png
"B _ { \vec { k } } ^ { a } = A _ { \vec { k } } ^ { S , a } = A _ { \vec { k } , L } ^ { a } .",374cbcce2f.png
"\begin{array} { c } \zeta _ { 1 } + \zeta _ { 2 } \le \zeta _ { 3 } , \\ | j _ { 1 } - j _ { 2 } | - 1 < j _ { 3 } \le \min ( j _ { 1 } + j _ { 2 } , N - 2 - j _ { 1 } - j _ { 2 } ) . \end{array}",6c9d592577.png
"V _ { R } ^ { ( N ) } ( g , x ) = - 2 \frac { d } { d x } A _ { R } ^ { ( N ) } ( \nu ; x , x ) .",56a999171e.png
"\hat { Q } ^ { \bar { \mu } \lambda } K ^ { \mu \lambda } = K ^ { \mu \lambda } \hat { Q } ^ { \mu \lambda } ,",3ecc4cf6b4.png
\dot { S } ^ { 2 } - \frac { 1 } { a ^ { 2 } } ( \nabla _ { \vec { x } } S ) ^ { 2 } = 1 + 2 \Phi .,11d5bd52a1.png
\kappa \Delta x _ { \max } ^ { + } = \frac { 2 e } { \delta } ( \frac { \hbar G } { A _ { H } } ) ^ { \frac { 1 } { 2 } } .,45d0891e67.png
H _ { \mu \nu \rho } = \omega _ { \mu \nu \rho } + e ^ { - 4 \phi } \varepsilon _ { \sigma \mu \nu \rho } \partial ^ { \sigma } a .,4b4121558c.png
"S = \sum _ { a = 1 } ^ { 3 } e _ { a } \phi _ { a } \omega _ { a } ,",23b61fed55.png
a a ^ { \prime } - d d ^ { \prime } + b b ^ { \prime } - c c ^ { \prime } = 0,9633c333de.png
"\gamma _ { m n p } \xi = \psi _ { m n p } \xi ,",10e1817834.png
\Delta F _ { i } ^ { ( \alpha ) } = t ^ { ( \alpha ) } h _ { i } ^ { ( \alpha ) 2 } ( \partial C _ { i } ) ^ { 2 } - \sum _ { j \neq i } u ^ { ( \alpha ) } h _ { j } ^ { ( \alpha ) 2 } ( \partial C _ { j } ) ^ { 2 },6b51e0d1ab.png
d x ^ { + } = d x ^ { + } - \theta ( x ^ { - } ) \frac { 4 G p _ { 0 } d R } { R },3c62fcd764.png
I = \int d x [ \Omega ^ { \prime } \rho ^ { \prime } - \frac { \mu } { 8 } e ^ { 2 \rho } \Omega ^ { 1 - \lambda - \gamma / 4 } - \frac { 1 } { 4 } \Omega f ^ { \prime 2 } + \frac { 1 } { 4 } e ^ { \chi f - 2 \rho } \Omega ^ { 1 + \gamma / 4 - \epsilon / 2 } A ^ { \prime 2 } ] .,6e79c9e9c9.png
"< g _ { m n } ( t ) \Psi ( u ) > _ { q } \rightarrow u _ { m n } ( t ) ,",785431e15c.png
"\tilde { n } _ { ( \rho , y ) } = Q _ { ( \rho , y ) } ^ { ( r , x ) } N _ { r } ^ { ( A _ { g - 2 } ) } \otimes \tilde { N } _ { x }",75d4edf185.png
f = - \frac { \partial } { \partial a } \frac { E } { A } = - \frac { 2 \pi B N ^ { 2 } } { ( 2 - \gamma ) ( 3 - \gamma ) } \frac { 1 } { a ^ { \gamma - 3 } } .,3a667d693f.png
H _ { 0 } = i \int _ { 0 } ^ { \infty } d p p [ a ^ { \dag } ( p ) b ( p ) - b ^ { \dag } ( p ) a ( p ) ] .,7963274546.png
"\partial _ { 1 } A _ { \alpha } = \partial _ { 1 } \Psi = 0 ,",1bfceffa75.png
"g _ { \mu \nu } = ( \begin{array} { c c } h _ { i j } - B a _ { i } a _ { j } & - B a _ { i } \\ - B a _ { j } & - B \end{array} ) , g ^ { \mu \nu } = ( \begin{array} { c c } h ^ { i j } & - a ^ { i } \\ - a ^ { j } & a ^ { 2 } - B ^ { - 1 } \end{array} ) ,",15016efb93.png
R _ { 1 2 } M _ { 1 } \tilde { M } _ { 2 } = \tilde { M } _ { 2 } M _ { 1 } R _ { 1 2 },7c7354846a.png
"g ( \tau ) = \frac { \vartheta _ { 2 } ^ { 4 } ( \tau ) } { \vartheta _ { 3 } ^ { 4 } ( \tau ) + \vartheta _ { 4 } ^ { 4 } ( \tau ) } , f ( \tau ) = \frac { \vartheta _ { 2 } ^ { 4 } ( \tau ) \vartheta _ { 4 } ^ { 4 } ( \tau ) } { ( \vartheta _ { 2 } ^ { 4 } ( \tau ) - \vartheta _ { 4 } ^ { 4 } ( \tau ) ) ^ { 2 } } ,",7b7ac883bc.png
"[ \phi _ { R } , P ^ { - } ] = \frac { g ^ { 2 } L } { 4 \pi ^ { 2 } } \sum _ { n } [ \phi _ { R } , \frac { 1 } { ( n + C _ { 0 } ^ { 3 } ) ^ { 2 } } ] \{ C _ { n } ^ { + } , C _ { - n } ^ { - } \} + \dots ,",697b747416.png
\int _ { C _ { \omega } } \pi ^ { * } \eta \cdot \sigma > > \int _ { C _ { \omega } } F,38eff3be18.png
"\frac { d ^ { 2 } \Psi _ { m } } { d z ^ { 2 } } - V \Psi _ { m } = - m ^ { 2 } \Psi _ { m } ,",414d35bfb5.png
"\psi ^ { a } = - i \epsilon _ { a } \psi ^ { \hat { a } } = P _ { - \epsilon _ { a } } ^ { a } P _ { - \epsilon _ { b } } ^ { b } P _ { - \epsilon _ { c } } ^ { c } P _ { - \epsilon _ { d } } ^ { d } \chi , \psi ^ { i } = 0 \{ i \ne a , \hat { a } \}",7c2d817da7.png
\Gamma = \frac { i } { 2 } T r \log \widehat { H } - \frac { i } { 4 } T r \log \widehat { \Omega } ^ { 2 },197498f80f.png
"\tilde { \psi } ^ { \alpha } ( \tilde { x } , \tilde { \tau } , \tilde { \omega } ) = \psi ^ { \alpha } ( \tilde { x } , \tilde { \tau } ) + \frac { \tilde { \omega } ^ { 2 } } { 4 } \tilde { D } ^ { 2 } \psi ^ { \alpha } ( \tilde { x } , \tilde { \tau } ) ,",378b8b5acd.png
"C _ { j } | \Phi _ { w } \rangle = w _ { j } | \Phi _ { w } \rangle , j = 0 , 1 , \dots , n - 1 .",2e2ceaadff.png
"\chi ^ { \prime \prime } - \frac { 1 } { 3 } \nabla ^ { 2 } \chi = 0 ,",10e1ae59a3.png
K _ { \infty } = x _ { 0 } ^ { d - 2 p - 1 } \sum _ { \mu = 0 } ^ { p } ( - ) ^ { \mu } x ^ { i _ { \mu } } d x ^ { i _ { 0 } } \dots \widehat { d x ^ { i _ { \mu } } } \dots d x ^ { i _ { p } } .,ff1e268431.png
\frac { \delta \rho } { \rho } = \frac { a ( \eta = 0 ) ^ { 2 } } { 9 a ^ { 2 } } \{ [ \ell ( \ell + 2 ) - 3 ] ( \lambda + \mu ) + 3 \frac { a ^ { \prime } \mu ^ { \prime } } { a } \} Q,7ab421cede.png
"B ( z ) = i \frac { 8 m _ { D } } { g _ { m } ^ { 2 } } \frac { e ^ { - m _ { D } | z | } } { 1 + e ^ { - 2 m _ { D } | z | } } , \psi ( z ) = 4 s g n z \cdot a r c t a n ( e ^ { - m _ { D } | z | } ) .",1ab7ee4662.png
"T ^ { a } \to C ^ { - 1 } T ^ { a } C = - T ^ { a * } ,",44b673782f.png
T _ { F } ( \bar { z } ) = \frac { 1 } { \sqrt { 2 } } ( G ^ { + } ( \bar { z } ) + G ^ { - } ( \bar { z } ) ) = i \sum _ { i = 1 } ^ { 3 } \tilde { \rho } ^ { i } \tilde { \sigma } ^ { i } \tilde { \psi } ^ { i } + h . c .,7acb16bd0b.png
"C : V \to - V , \psi \to \sigma _ { 1 } \psi ^ { * } ,",4b316c88ff.png
"q _ { A } ^ { i } \rightarrow - i \partial _ { A } ^ { i } , \pi ^ { a } \rightarrow - i \partial ^ { a } x ^ { A } \rightarrow i \partial ^ { A }",2080df3fc3.png
"\int _ { 0 } ^ { \infty } \frac { d t } { t } ( D e t ^ { \prime } \Delta _ { 1 } ) ^ { 1 / 2 } J _ { M } ( \phi , \hat { g } ) \int [ d \delta \phi ] _ { e ^ { \phi } \hat { g } } e ^ { - S _ { L } [ \phi , \hat { g } ] - S _ { b o u n d a r y } [ \phi , \hat { e } ] } ,",1ee2b5d655.png
"\pi ( x , t = 0 ) = \frac { - i } { \sqrt { 2 L } } \sum _ { n } \sqrt { \omega _ { n } / 2 } ( A _ { n } e ^ { i k _ { n } x } - A _ { n } ^ { \dagger } e ^ { - i k _ { n } x } ) .",6aa58db6f2.png
"\lambda _ { p } ( \frac { 1 } { 2 } ; 1 2 , 0 1 ) = 1 . 3 \AA ( \Delta j = 1 p a r i t y c o n s e r v a t i o n t r a n s i t i o n ) .",56bbf38c1c.png
"J _ { m } = \omega ^ { i m _ { 1 } m _ { 2 } / 2 } g _ { 0 } ^ { i m _ { 1 } } h _ { 0 } ^ { i m _ { 2 } } ,",49d1585eba.png
"I = \frac { 1 } { 2 } H ^ { i j } p _ { i } p _ { j } + V ( x _ { 1 } , x _ { 2 } ) + F _ { i j } \theta _ { 1 } ^ { i } \theta _ { 2 } ^ { j } + G _ { i j } \theta _ { 1 } ^ { i } \theta _ { 1 } ^ { j } + J _ { i j } \theta _ { 2 } ^ { i } \theta _ { 2 } ^ { j } +",4fbab023d1.png
"e _ { \ast a } ^ { \nu } \ast e _ { \mu } ^ { a } = \delta _ { \mu } ^ { \nu } , e _ { \nu } ^ { a } \ast e _ { \ast b } ^ { \nu } = \delta _ { b } ^ { a }",5f339fed0a.png
"( \delta T _ { 0 } ) _ { 2 , 2 } ( s _ { 2 } - ) = \delta T _ { 0 } ( s _ { 2 } + ) .",363d011f47.png
"\partial _ { + } a _ { - } = 0 , \partial _ { - } a _ { + } = 0 .",656c7432d1.png
H _ { 0 } ^ { 2 } = \frac { \epsilon \phi _ { 0 } ^ { 2 } } { 1 6 ( c _ { 1 } + c _ { 2 } + 3 c _ { 3 } ) } .,b2c261a165.png
"\lambda _ { R } < \rho > ^ { 2 } = - 6 m _ { R } ^ { 2 } - \frac { 9 e ^ { 4 } } { 8 \pi ^ { 2 } } < \rho > ^ { 2 } \ln \frac { e ^ { 2 } < \rho > ^ { 2 } } { \mu ^ { 2 } } ,",35f6b6e4f2.png
S = Z ^ { A } \bar { Z } _ { A } - Z _ { I } \bar { Z } ^ { I },11e631b212.png
\Gamma _ { a b } = \omega _ { a b } + e _ { b } \iota _ { X _ { a } } Q - e _ { a } \iota _ { X _ { b } } Q - \eta _ { a b } Q .,5ab654ead2.png
S = \frac { 1 } { 2 \pi \alpha ^ { \prime } } \int d \tau d \sigma \sqrt { - G } ; G \equiv d e t ( G _ { A B } ),232542d913.png
"\sigma _ { a } ( m ) \sigma _ { b } ( n ) = \sigma _ { b } ( n ) \sigma _ { a } ( m ) , n \neq m ,",72a9749912.png
W = h _ { 1 } \tilde { Q } A _ { 1 } J _ { 1 } Q - h _ { 1 } Q A _ { 2 } J _ { 2 } \tilde { Q } + h _ { 3 } q Q \tilde { Q } \tilde { q } + h _ { 3 } \tilde { p } \tilde { Q } Q p .,176f6d2bac.png
"P _ { ( s ) 0 } \equiv \frac { \partial S } { \partial t } ,",6b1020fc32.png
J ^ { \mu } = \frac { 1 } { 2 } \in ^ { \mu \nu \lambda } \partial _ { \nu } A _ { \lambda } =,2f195389fa.png
\hat { H } ^ { ( 3 ) } = - e ^ { \phi \star } \hat { H } ^ { ( 3 ) } .,423e0d08ac.png
"Z _ { \pm } ( \mp \infty ) = \alpha + g _ { \pm } ( \mp \infty ) + \frac { \chi _ { \infty } } { \pi } \omega _ { \pm } , \chi _ { \infty } = \frac { \pi } { 2 } \frac { p - 1 } { p } ,",10413ebe59.png
"\sigma ( \omega , \omega ^ { \prime } ) = \rho ( \omega ) - \rho ( \omega ^ { \prime } ) .",334a03f56d.png
"\phi ( x ) = \sum _ { n = 1 } ^ { \infty } a _ { n } ( x ^ { + } , x ^ { \bot } ) \sin \{ \frac { n \pi } { 2 L } ( x ^ { - } + L ) \} .",4576bce0e8.png
"x _ { i , i + 1 } y _ { i + 1 , i } = y _ { i + 1 , i } x _ { i , i + 1 } = 0 .",40b3dcd371.png
m \simeq \frac { 1 } { \sqrt { \kappa } } \sqrt { g B },35db9d7771.png
S = 2 \pi \sqrt { \frac { c _ { e f f } \alpha _ { e f f } ^ { \prime } } { 6 } } E,7168803fd6.png
